Connect to JDData status: True
report first level market breadth
HS300 index
117 : 50.00%
report HY494 区域性银行
113 : 0.00%
114 : 0.00%
115 : 0.00%
116 : 71.43%
117 : 42.86%
report HY496 多元化金融
113 : 75.00%
114 : 25.00%
115 : 75.00%
116 : 100.00%
117 : 100.00%
report HY501 投资银行业与经纪业
113 : 48.94%
114 : 19.15%
115 : 63.83%
116 : 97.87%
117 : 93.62%
report HY505 多元化保险
113 : 33.33%
114 : 33.33%
115 : 66.67%
116 : 100.00%
117 : 100.00%
report HY444 汽车制造
113 : 30.77%
114 : 34.62%
115 : 53.85%
116 : 80.77%
117 : 84.62%
report HY445 摩托车制造
113 : 0.00%
114 : 25.00%
115 : 25.00%
116 : 50.00%
117 : 100.00%
report HY576 汽车零售
113 : 0.00%
114 : 0.00%
115 : 0.00%
116 : 55.56%
117 : 55.56%
report HY426 建筑机械与重型卡车
113 : 20.00%
114 : 31.11%
115 : 42.22%
116 : 86.67%
117 : 73.33%
report HY466 互联网零售
113 : 0.00%
114 : 0.00%
115 : 50.00%
116 : 100.00%
117 : 100.00%
report HY601 新能源发电业
113 : 15.00%
114 : 20.00%
115 : 65.00%
116 : 75.00%
117 : 70.00%
long arrange -----------------------------------------------
-----Stock trend report: 美的集团-----
{'code': '000333.XSHE', 'display_name': '美的集团', 'name': 'MDJT', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 3.54%
ema20 bias: 4.22%
ema5 > ema20: False
ema5 angle
0    32.995218
1    25.774004
2    30.337823
3    30.405487
4    45.787694
ema20 angle
0    14.792442
1    14.209020
2    16.926547
3    18.342216
4    25.727806
NATR
108    2.913252
109    2.849197
110    2.810512
111    2.787414
112    2.721557
113    2.670274
114    2.607239
115    2.546778
116    2.508211
117    2.506679
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58735375  000333.XSHE   22.1684           0.342    4.8468    1.9218    31.5739     702302.1875   5088.1797      684017.4375               4955.7065  2020-09-29       21.0158


-----Stock trend report: 泸州老窖-----
{'code': '000568.XSHE', 'display_name': '泸州老窖', 'name': 'LZLJ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 3.43%
ema20 bias: 9.86%
ema5 > ema20: False
ema5 angle
0    44.053456
1    26.335254
2    45.379292
3    69.942108
4    63.951557
ema20 angle
0    18.514377
1    14.580900
2    23.296147
3    44.394994
4    43.492338
NATR
108    4.285808
109    4.354191
110    4.287815
111    4.133956
112    4.069988
113    3.992096
114    3.941983
115    3.832580
116    3.763333
117    3.699607
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58735205  000568.XSHE   41.2553          0.5177   11.7368   13.6623   170.8227       146475.25   2109.2437      146430.6562               2108.6013  2020-09-29       45.4384


-----Stock trend report: 长安汽车-----
{'code': '000625.XSHE', 'display_name': '长安汽车', 'name': 'CAQC', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 5.57%
ema20 bias: 9.32%
ema5 > ema20: False
ema5 angle
0   -11.077170
1    -6.683760
2    11.045740
3    10.765661
4    31.247616
ema20 angle
0    -0.880216
1    -0.578160
2     3.945156
3     4.547715
4    11.810767
NATR
108    4.413158
109    4.270267
110    4.427368
111    4.324616
112    4.420436
113    4.542841
114    4.418532
115    4.322965
116    4.176959
117    4.341325
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58734977  000625.XSHE   29.2908          1.1078     1.378    0.8749     9.6362     480264.8438    643.0746      390064.3438                522.2962  2020-09-29       -24.297


-----Stock trend report: 华兰生物-----
{'code': '002007.XSHE', 'display_name': '华兰生物', 'name': 'HLSW', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 8.22%
ema20 bias: 3.52%
ema5 > ema20: True
ema5 angle
0    38.184462
1    46.058636
2    65.005965
3    58.524116
4    51.978017
ema20 angle
0    16.104940
1    22.190394
2    38.106596
3    37.512990
4    36.828063
NATR
108    5.127053
109    5.011357
110    4.955670
111    5.092436
112    5.212567
113    5.200968
114    5.002278
115    4.940084
116    4.827958
117    4.935715
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58735674  002007.XSHE   78.5283          1.9664   15.5511   27.4605   228.7264     182436.6719   1011.6113      156696.8438                 868.884  2020-09-29       78.8198


-----Stock trend report: 分众传媒-----
{'code': '002027.XSHE', 'display_name': '分众传媒', 'name': 'FZCM', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 7.06%
ema20 bias: 11.59%
ema5 > ema20: False
ema5 angle
0     4.041612
1     4.219127
2     2.434409
3     8.437860
4    15.937283
ema20 angle
0    2.560540
1    2.752641
2    2.381895
3    4.113629
4    6.752592
NATR
108    4.444116
109    4.352319
110    4.647915
111    4.498223
112    4.390102
113    4.293740
114    4.230756
115    4.133528
116    4.013706
117    4.091563
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58737241  002027.XSHE   61.0575          0.9037     8.592   10.6325   805.3107       1467788.0   1172.7626        1467788.0               1172.7626  2020-09-29       62.5381


-----Stock trend report: 三花智控-----
{'code': '002050.XSHE', 'display_name': '三花智控', 'name': 'SHZK', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 4.20%
ema20 bias: 3.06%
ema5 > ema20: True
ema5 angle
0     8.741223
1     6.230416
2    31.499121
3    24.789999
4    10.272541
ema20 angle
0     2.686868
1     2.540228
2    11.002444
3    10.821327
4     7.786967
NATR
108    4.363787
109    4.262307
110    4.300501
111    4.131614
112    4.041842
113    3.892269
114    3.836219
115    3.976648
116    3.888386
117    3.965392
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58735718  002050.XSHE   58.0816          0.4802    8.6876    7.3944    47.1278     359204.1875    796.7149        351555.25                779.7496  2020-09-29       56.0591


-----Stock trend report: 石基信息-----
{'code': '002153.XSHE', 'display_name': '石基信息', 'name': 'SJXX', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 6.09%
ema20 bias: 5.43%
ema5 > ema20: True
ema5 angle
0    12.762578
1     1.394233
2    40.349777
3    32.471490
4    33.461244
ema20 angle
0    10.926950
1     7.884216
2    19.970470
3    19.227667
4    20.965845
NATR
108    4.398503
109    4.227676
110    4.395365
111    4.225005
112    4.121488
113    3.948182
114    3.959910
115    3.994466
116    3.874778
117    3.844953
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58737169  002153.XSHE  190.3605          0.4896    4.7969   11.7934   -23.9687     107074.4141    414.1638       48790.0977                188.7201  2020-09-29      112.5392


-----Stock trend report: 顺丰控股-----
{'code': '002352.XSHE', 'display_name': '顺丰控股', 'name': 'SFKG', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 6.28%
ema20 bias: 9.79%
ema5 > ema20: False
ema5 angle
0    30.836171
1    38.937596
2    63.833928
3    62.160921
4    68.930527
ema20 angle
0    10.636122
1    16.016369
2    34.502051
3    37.783060
4    47.264079
NATR
108    4.229279
109    4.122480
110    4.119299
111    4.047607
112    3.877459
113    3.762107
114    3.661264
115    3.696739
116    3.699931
117    3.846074
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58735027  002352.XSHE   56.4203          0.3877    7.8736    2.7346  -143.6096     455644.0312   3643.7854      448999.4688               3590.6487  2020-09-29       62.8618


-----Stock trend report: 立讯精密-----
{'code': '002475.XSHE', 'display_name': '立讯精密', 'name': 'LXJM', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 5.28%
ema20 bias: 6.28%
ema5 > ema20: False
ema5 angle
0    18.596708
1    16.750847
2    58.585219
3    51.962339
4    33.110023
ema20 angle
0     9.444921
1     9.782527
2    29.530268
3    29.503524
4    24.457014
NATR
108    4.156002
109    4.017303
110    4.059216
111    4.052548
112    3.921237
113    3.791149
114    3.687471
115    3.689602
116    3.604791
117    3.737159
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58736232  002475.XSHE   69.1093          0.7726    17.453    5.1257   367.5606      698387.125   3973.8225       697507.875               3968.8196  2020-09-29       84.3015


-----Stock trend report: 比亚迪-----
{'code': '002594.XSHE', 'display_name': '比亚迪', 'name': 'BYD', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 12.24%
ema20 bias: 15.96%
ema5 > ema20: False
ema5 angle
0    22.919411
1    71.931342
2    73.671530
3    78.672926
4    74.440934
ema20 angle
0    35.106076
1    55.058459
2    59.332488
3    66.519135
4    65.136866
NATR
108    5.601299
109    5.334924
110    5.434803
111    5.516646
112    5.261598
113    5.166533
114    5.136801
115    5.194565
116    5.000087
117    4.994666
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58738894  002594.XSHE  161.5202          2.3571    5.3194     2.335    98.4147     272814.2812   2943.3933      114566.7578               1236.0607  2020-09-29      182.3155


-----Stock trend report: 鹏鼎控股-----
{'code': '002938.XSHE', 'display_name': '鹏鼎控股', 'name': 'PDKG', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 3.97%
ema20 bias: 7.72%
ema5 > ema20: False
ema5 angle
0     6.237903
1     3.407147
2    30.527392
3   -42.098958
4    32.387168
ema20 angle
0    18.207571
1    16.372448
2    22.926205
3     0.698912
4    20.020200
NATR
108    4.249793
109    4.198683
110    4.295324
111    4.153593
112    4.112939
113    4.103500
114    3.972926
115    4.117402
116    4.928485
117    4.785036
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58737859  002938.XSHE   42.5769          1.6591    6.7748    4.8295    61.9013     231143.0781   1322.8319       48016.9727                274.8011  2020-09-29        45.231


-----Stock trend report: 亿纬锂能-----
{'code': '300014.XSHE', 'display_name': '亿纬锂能', 'name': 'YWLN', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 4.61%
ema20 bias: 2.42%
ema5 > ema20: True
ema5 angle
0    17.861822
1     0.277168
2    24.539408
3    57.849676
4    50.366497
ema20 angle
0     5.369513
1     1.434365
2     8.652793
3    26.807617
4    26.523038
NATR
108    4.785268
109    4.663698
110    4.888402
111    4.739198
112    4.633225
113    4.480207
114    4.436806
115    4.397343
116    4.335625
117    4.248925
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58736520  300014.XSHE   66.6266          1.0648   11.9131    13.072    64.5157     184042.5156    922.6052      177701.7188                890.8187  2020-09-29       60.6176


-----Stock trend report: 同花顺-----
{'code': '300033.XSHE', 'display_name': '同花顺', 'name': 'THS', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 3.32%
ema20 bias: 5.46%
ema5 > ema20: False
ema5 angle
0    56.429992
1    15.530191
2    55.319885
3    69.995571
4    35.166942
ema20 angle
0    32.354801
1    20.080409
2    34.634538
3    48.605074
4    35.165897
NATR
108    5.196219
109    5.003871
110    4.777615
111    4.660711
112    4.507461
113    4.437558
114    4.458704
115    4.216127
116    4.166356
117    4.153434
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58734904  300033.XSHE   81.2461          2.9643   21.8845   42.8901    70.1517         53760.0    871.1808       26888.7617                435.7324  2020-09-29       97.0485


-----Stock trend report: 智飞生物-----
{'code': '300122.XSHE', 'display_name': '智飞生物', 'name': 'ZFSW', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 7.34%
ema20 bias: 5.07%
ema5 > ema20: True
ema5 angle
0   -34.049919
1    44.600286
2    76.670853
3    78.096170
4    71.560464
ema20 angle
0     9.862361
1    29.586559
2    56.862158
3    62.698303
4    59.624818
NATR
108    6.655058
109    6.616766
110    6.630571
111    6.794632
112    6.991889
113    6.994280
114    6.652154
115    6.413452
116    6.087055
117    6.199029
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58737154  300122.XSHE   79.2947          1.8491   29.7854   17.2216   942.0458        160000.0      2160.0       90036.9062               1215.4982  2020-09-29       91.2764


-----Stock trend report: 汇川技术-----
{'code': '300124.XSHE', 'display_name': '汇川技术', 'name': 'HCJS', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 6.99%
ema20 bias: 8.78%
ema5 > ema20: False
ema5 angle
0    18.605179
1    37.153274
2    60.789173
3    61.550647
4    46.859482
ema20 angle
0     9.293320
1    16.721986
2    32.557642
3    37.392246
4    32.817255
NATR
108    4.514448
109    4.347916
110    4.537525
111    4.371191
112    4.309274
113    4.157813
114    4.087223
115    4.148586
116    4.026367
117    3.954171
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58736362  300124.XSHE    72.915          0.6572    10.537   10.2396   117.1223     171972.3438    968.2043      138144.0469                 777.751  2020-09-29      101.7089


-----Stock trend report: 三环集团-----
{'code': '300408.XSHE', 'display_name': '三环集团', 'name': 'SHJT', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 7.09%
ema20 bias: 5.61%
ema5 > ema20: True
ema5 angle
0    19.703146
1     9.949002
2    35.130387
3    49.857045
4    26.127510
ema20 angle
0     8.079006
1     6.296165
2    14.972989
3    24.071961
4    17.665340
NATR
108    3.523174
109    3.463602
110    3.429565
111    3.299168
112    3.291562
113    3.134123
114    3.055591
115    3.240973
116    3.306727
117    4.078080
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58735102  300408.XSHE   52.6905          0.5892    6.4697   16.7594    56.2482       173787.25    505.0258      165590.2344                481.2052  2020-09-29       57.9649


-----Stock trend report: 芒果超媒-----
{'code': '300413.XSHE', 'display_name': '芒果超媒', 'name': 'MGCM', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 5.01%
ema20 bias: 4.28%
ema5 > ema20: True
ema5 angle
0    53.037573
1    15.778947
2    34.542804
3    68.137065
4    54.619738
ema20 angle
0    17.603952
1     6.542981
2    13.854315
3    38.802442
4    33.230019
NATR
108    4.752013
109    4.569702
110    4.673051
111    4.495561
112    4.374737
113    4.238049
114    4.358944
115    4.177179
116    4.208095
117    4.367007
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58737544  300413.XSHE   84.6257          0.7123   12.6911    9.6488   241.1702       178037.75   1232.1993       93135.7812                644.5927  2020-09-29      106.5653


-----Stock trend report: 华能水电-----
{'code': '600025.XSHG', 'display_name': '华能水电', 'name': 'HNSD', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 0.67%
ema20 bias: 3.77%
ema5 > ema20: False
ema5 angle
0    2.977664
1    0.268027
2    1.706066
3   -0.199184
4    0.440158
ema20 angle
0    0.669923
1    0.115043
2    0.540609
3    0.107166
4    0.260660
NATR
108    2.440477
109    2.397013
110    2.487866
111    2.669689
112    2.643528
113    2.730350
114    2.846982
115    2.778738
116    2.777260
117    2.713205
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58738461  600025.XSHG   18.6286          0.8667    1.6845     4.194  -225.6992       1800000.0       766.8         892800.0                380.3328  2020-09-29       13.8298


-----Stock trend report: 三一重工-----
{'code': '600031.XSHG', 'display_name': '三一重工', 'name': 'SYZG', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 6.59%
ema20 bias: 8.39%
ema5 > ema20: False
ema5 angle
0     1.893885
1     4.120713
2    15.537470
3    38.846247
4    31.253577
ema20 angle
0     4.714456
1     5.080267
2     8.314792
3    17.190575
4    16.694380
NATR
108    3.722031
109    3.610274
110    3.576766
111    3.631192
112    3.550215
113    3.439432
114    3.306520
115    3.319811
116    3.407356
117    3.491274
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58736095  600031.XSHG   16.2162           0.418    4.2032     2.573  -946.4967     847279.0625   2096.1682      847279.0625               2096.1682  2020-09-29       18.7047


-----Stock trend report: 国投资本-----
{'code': '600061.XSHG', 'display_name': '国投资本', 'name': 'GTZB', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 2.37%
ema20 bias: 3.38%
ema5 > ema20: False
ema5 angle
0    -7.497304
1     5.460681
2     8.179152
3    13.269077
4     2.512550
ema20 angle
0   -1.214548
1    1.901461
2    3.027794
3    5.020920
4    2.697120
NATR
108    3.486630
109    3.497190
110    3.533807
111    3.433860
112    3.442919
113    3.511161
114    3.567998
115    3.459619
116    3.418870
117    3.490704
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58736031  600061.XSHG   17.4415           0.909    1.5349    5.2751    11.8783     422712.9688    623.5016      417383.1875                615.6402  2020-09-29        21.011


-----Stock trend report: 宇通客车-----
{'code': '600066.XSHG', 'display_name': '宇通客车', 'name': 'YTKC', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 4.22%
ema20 bias: 6.80%
ema5 > ema20: False
ema5 angle
0    -0.048787
1    -1.750849
2     8.882776
3    14.262050
4    14.007165
ema20 angle
0    2.223495
1    1.521281
2    4.260914
3    6.292343
4    6.990787
NATR
108    3.887396
109    3.801059
110    3.835995
111    3.689848
112    3.587465
113    3.526380
114    3.461364
115    3.377425
116    3.312580
117    3.335980
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58737187  600066.XSHG   26.5158           0.288    2.4349    1.3684    50.5314     221393.9219    350.0238      221393.9219                350.0238  2020-09-29       18.0405


-----Stock trend report: 特变电工-----
{'code': '600089.XSHG', 'display_name': '特变电工', 'name': 'TBDG', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 4.84%
ema20 bias: 4.71%
ema5 > ema20: True
ema5 angle
0    -0.783808
1     3.293506
2    11.219749
3     9.772863
4     8.614506
ema20 angle
0    0.361215
1    1.417874
2    3.896313
3    4.178065
4    4.378565
NATR
108    3.350873
109    3.338718
110    3.876050
111    3.781545
112    3.772217
113    3.789106
114    3.812535
115    3.950654
116    3.910903
117    3.867947
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58735743  600089.XSHG   16.8567           1.041    1.0304    0.8391     -8.315     371431.2812     318.688      371431.2812                 318.688  2020-09-29        15.789


-----Stock trend report: 国金证券-----
{'code': '600109.XSHG', 'display_name': '国金证券', 'name': 'GJZQ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 2.34%
ema20 bias: 5.50%
ema5 > ema20: False
ema5 angle
0    1.358867
1    0.906005
2    0.604032
3    0.402696
4    8.606509
ema20 angle
0    2.316672
1    2.096243
2    1.896755
3    1.716225
4    3.947940
NATR
108    3.463338
109    3.215956
110    2.986245
111    2.772942
112    2.574875
113    2.390955
114    2.220173
115    2.061589
116    1.914333
117    2.277322
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58737399  600109.XSHG   27.5433             NaN    2.1528    8.6722    14.2788     302435.9375    462.4245      302435.9375                462.4245  2020-09-29       35.6111


-----Stock trend report: 兖州煤业-----
{'code': '600188.XSHG', 'display_name': '兖州煤业', 'name': 'YZMY', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 1.36%
ema20 bias: 2.94%
ema5 > ema20: False
ema5 angle
0   -0.600643
1   -6.106778
2    2.024021
3    3.827019
4    3.315384
ema20 angle
0    0.598620
1   -1.095257
2    0.755042
3    1.392273
4    1.477865
NATR
108    2.777417
109    2.862208
110    2.882269
111    3.003369
112    3.066039
113    3.035236
114    3.179722
115    3.182038
116    3.106451
117    3.033900
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58738873  600188.XSHG    5.8761          0.8535    0.8413    0.2274     -9.182        486000.0     464.616      295987.9375                282.9645  2020-09-29        5.3602


-----Stock trend report: 海航控股-----
{'code': '600221.XSHG', 'display_name': '海航控股', 'name': 'HHKG', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 0.52%
ema20 bias: 3.88%
ema5 > ema20: False
ema5 angle
0   -0.296694
1   -0.579749
2   -0.004541
3    0.378938
4    0.061643
ema20 angle
0    0.023505
1   -0.087868
2    0.029635
3    0.135947
4    0.068432
NATR
108    4.692066
109    4.609351
110    4.593177
111    4.475897
112    4.325959
113    4.264127
114    4.168064
115    3.988032
116    3.861318
117    3.726038
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58738764  600221.XSHG   -2.5245          0.7184    0.8548    0.6063    -1.3421       1680612.0    297.4683       1643600.25                290.9172  2020-09-29       54.7636


-----Stock trend report: 通威股份-----
