Connect to JDData status: True
report first level market breadth
HS300 index
report HY494 区域性银行
113 : 0.00%
114 : 0.00%
115 : 71.43%
116 : 42.86%
117 : 33.33%
report HY496 多元化金融
113 : 25.00%
114 : 75.00%
115 : 100.00%
116 : 100.00%
117 : 50.00%
report HY501 投资银行业与经纪业
113 : 19.15%
114 : 63.83%
115 : 97.87%
116 : 93.62%
117 : 65.96%
report HY505 多元化保险
113 : 33.33%
114 : 66.67%
115 : 100.00%
116 : 100.00%
117 : 66.67%
report HY444 汽车制造
113 : 34.62%
114 : 53.85%
115 : 80.77%
116 : 84.62%
117 : 65.38%
report HY445 摩托车制造
113 : 25.00%
114 : 25.00%
115 : 50.00%
116 : 100.00%
117 : 25.00%
report HY576 汽车零售
113 : 0.00%
114 : 0.00%
115 : 55.56%
116 : 55.56%
117 : 11.11%
report HY426 建筑机械与重型卡车
113 : 31.11%
114 : 42.22%
115 : 86.67%
116 : 73.33%
117 : 51.11%
report HY466 互联网零售
113 : 0.00%
114 : 50.00%
115 : 100.00%
116 : 100.00%
117 : 75.00%
report HY601 新能源发电业
113 : 20.00%
114 : 65.00%
115 : 75.00%
116 : 70.00%
117 : 60.00%
long arrange -----------------------------------------------
-----Stock trend report: 美的集团-----
{'code': '000333.XSHE', 'display_name': '美的集团', 'name': 'MDJT', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 3.65%
ema20 bias: 4.40%
ema5 > ema20: False
ema5 angle
0    25.774004
1    30.337823
2    30.405487
3    45.787694
4    25.263647
ema20 angle
0    14.209026
1    16.926553
2    18.342221
3    25.727810
4    20.557116
NATR
108    2.849245
109    2.810557
110    2.787456
111    2.721596
112    2.670309
113    2.607272
114    2.546808
115    2.508238
116    2.506704
117    2.505970
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58770634  000333.XSHE   22.2142          0.3236    4.8569    1.9257    31.6393     702302.1875   5098.7139      684017.4375               4965.9668  2020-09-30       21.0593


-----Stock trend report: 泸州老窖-----
{'code': '000568.XSHE', 'display_name': '泸州老窖', 'name': 'LZLJ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 3.48%
ema20 bias: 9.85%
ema5 > ema20: False
ema5 angle
0    26.335254
1    45.379292
2    69.942108
3    63.951557
4    37.976110
ema20 angle
0    14.580977
1    23.296210
2    44.395028
3    43.492370
4    34.671312
NATR
108    4.354227
109    4.287849
110    4.133987
111    4.070016
112    3.992122
113    3.942007
114    3.832603
115    3.763353
116    3.699626
117    3.701347
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58770464  000568.XSHE   41.1264          0.5068   11.7001   13.6196   170.2889       146475.25   2102.6521      146430.6562               2102.0122  2020-09-30       45.2964


-----Stock trend report: 长安汽车-----
{'code': '000625.XSHE', 'display_name': '长安汽车', 'name': 'CAQC', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 6.28%
ema20 bias: 9.69%
ema5 > ema20: False
ema5 angle
0    -6.683760
1    11.045740
2    10.765661
3    31.247616
4    14.278965
ema20 angle
0    -0.578149
1     3.945165
2     4.547723
3    11.810775
4     8.325296
NATR
108    4.270293
109    4.427393
110    4.324640
111    4.420458
112    4.542862
113    4.418551
114    4.322982
115    4.176974
116    4.341339
117    4.551888
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58770236  000625.XSHE   29.3783          1.6095    1.3821    0.8775      9.665     480264.8438    644.9957      390064.3438                523.8564  2020-09-30      -24.3696


-----Stock trend report: 华兰生物-----
{'code': '002007.XSHE', 'display_name': '华兰生物', 'name': 'HLSW', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 7.37%
ema20 bias: 3.94%
ema5 > ema20: True
ema5 angle
0    46.058636
1    65.005965
2    58.524116
3    51.978017
4    -0.613594
ema20 angle
0    22.190454
1    38.106636
2    37.513026
3    36.828096
4    23.309998
NATR
108    5.011332
109    4.955646
110    5.092415
111    5.212547
112    5.200950
113    5.002262
114    4.940070
115    4.827945
116    4.935703
117    5.186357
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58770933  002007.XSHE   80.7093          2.2136   15.9829   28.2232   235.0787     182436.6719   1039.7065      156696.8438                893.0153  2020-09-30       81.0088


-----Stock trend report: 分众传媒-----
{'code': '002027.XSHE', 'display_name': '分众传媒', 'name': 'FZCM', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 9.22%
ema20 bias: 12.43%
ema5 > ema20: False
ema5 angle
0     4.219127
1     2.434409
2     8.437860
3    15.937283
4    18.282198
ema20 angle
0    2.752633
1    2.381888
2    4.113623
3    6.752587
4    8.369707
NATR
108    4.352372
109    4.647967
110    4.498268
111    4.390145
112    4.293779
113    4.230792
114    4.133561
115    4.013735
116    4.091588
117    4.314013
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58772502  002027.XSHE   61.6688          1.0938    8.6781   10.7389   813.3739       1467788.0   1184.5049        1467788.0               1184.5049  2020-09-30       63.1643


-----Stock trend report: 三花智控-----
{'code': '002050.XSHE', 'display_name': '三花智控', 'name': 'SHZK', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 4.26%
ema20 bias: 3.35%
ema5 > ema20: True
ema5 angle
0     6.230416
1    31.499121
2    24.789999
3    10.272541
4     8.576920
ema20 angle
0     2.540224
1    11.002441
2    10.821324
3     7.786965
4     7.536390
NATR
108    4.262293
109    4.300487
110    4.131602
111    4.041830
112    3.892258
113    3.836209
114    3.976640
115    3.888378
116    3.965384
117    3.909365
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58770977  002050.XSHE   58.1339          0.4638    8.6954    7.4011    47.1703     359204.1875    797.4333        351555.25                780.4527  2020-09-30       56.1097


-----Stock trend report: 石基信息-----
{'code': '002153.XSHE', 'display_name': '石基信息', 'name': 'SJXX', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 5.41%
ema20 bias: 5.62%
ema5 > ema20: False
ema5 angle
0     1.394233
1    40.349777
2    32.471490
3    33.461244
4    -2.064988
ema20 angle
0     7.884206
1    19.970461
2    19.227659
3    20.965839
4    11.887031
NATR
108    4.227746
109    4.395433
110    4.225068
111    4.121544
112    3.948234
113    3.959959
114    3.994509
115    3.874817
116    3.844989
117    4.019729
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58772430  002153.XSHE  188.4904          0.7416    4.7498   11.6776   -23.7332     107074.4141     410.095       48790.0977                186.8661  2020-09-30      111.4335


-----Stock trend report: 顺丰控股-----
{'code': '002352.XSHE', 'display_name': '顺丰控股', 'name': 'SFKG', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 7.65%
ema20 bias: 10.44%
ema5 > ema20: False
ema5 angle
0    38.937596
1    63.833928
2    62.160921
3    68.930527
4    67.011039
ema20 angle
0    16.016373
1    34.502054
2    37.783062
3    47.264081
4    49.194719
NATR
108    4.122476
109    4.119295
110    4.047603
111    3.877456
112    3.762104
113    3.661261
114    3.696737
115    3.699929
116    3.846072
117    3.803624
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58770286  002352.XSHE   57.2881          0.4438    7.9947    2.7767  -145.8184     455644.0312   3699.8296      448999.4688               3645.8757  2020-09-30       63.8286


-----Stock trend report: 广联达-----
{'code': '002410.XSHE', 'display_name': '广联达', 'name': 'GLD', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 7.45%
ema20 bias: 5.15%
ema5 > ema20: True
ema5 angle
0    47.117202
1    60.411997
2    68.918862
3    62.234059
4    61.687953
ema20 angle
0    16.707979
1    29.669007
2    42.649137
3    41.411511
4    44.025484
NATR
108    3.920082
109    3.841327
110    3.709490
111    3.664478
112    3.623029
113    3.614855
114    3.594100
115    3.587173
116    3.510482
117    3.476063
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58771641  002410.XSHE  313.5641          0.6564   14.2351   22.9185    31.2091     118443.0859    864.0423       90399.6641                659.4656  2020-09-30      367.5649


-----Stock trend report: 海康威视-----
{'code': '002415.XSHE', 'display_name': '海康威视', 'name': 'HKWS', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 2.58%
ema20 bias: 2.90%
ema5 > ema20: False
ema5 angle
0    25.475033
1    18.312505
2    20.671823
3    21.877303
4    13.731612
ema20 angle
0     6.973689
1     6.530710
2     8.437594
3    10.041133
4     8.728864
NATR
108    2.878900
109    2.785657
110    2.889810
111    2.786285
112    2.769142
113    2.686803
114    2.690737
115    2.619796
116    2.587471
117    2.606597
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58772803  002415.XSHE    27.776          0.5368    8.1847    6.1397   982.9782     934501.0625   3561.3835      809539.1875               3085.1538  2020-09-30       28.6871


-----Stock trend report: 立讯精密-----
{'code': '002475.XSHE', 'display_name': '立讯精密', 'name': 'LXJM', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 4.64%
ema20 bias: 6.37%
ema5 > ema20: False
ema5 angle
0    16.750847
1    58.585219
2    51.962339
3    33.110023
4    -5.629522
ema20 angle
0     9.782489
1    29.530241
2    29.503500
3    24.456990
4    14.527156
NATR
108    4.017281
109    4.059195
110    4.052528
111    3.921219
112    3.791132
113    3.687455
114    3.689588
115    3.604779
116    3.737147
117    3.815087
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58771493  002475.XSHE   69.3886          0.6685   17.5235    5.1464   369.0464      698387.125   3989.8855       697507.875               3984.8623  2020-09-30       84.6423


-----Stock trend report: 比亚迪-----
{'code': '002594.XSHE', 'display_name': '比亚迪', 'name': 'BYD', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 12.67%
ema20 bias: 16.71%
ema5 > ema20: False
ema5 angle
0    71.931342
1    73.671530
2    78.672926
3    74.440934
4    70.331068
ema20 angle
0    55.058463
1    59.332491
2    66.519137
3    65.136868
4    64.189902
NATR
108    5.334918
109    5.434798
110    5.516640
111    5.261593
112    5.166529
113    5.136797
114    5.194562
115    5.000084
116    4.994663
117    4.825879
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58774156  002594.XSHE  174.0208          3.8772     5.731    2.5157   106.0313     272814.2812   3171.1934      114566.7578                1331.724  2020-09-30      196.4256


-----Stock trend report: 鹏鼎控股-----
{'code': '002938.XSHE', 'display_name': '鹏鼎控股', 'name': 'PDKG', 'type': 'stock', 'parent': None}
above5: False
above20: False
above60: True
long arrange: True
ema5 bias: 2.63%
ema20 bias: 7.42%
ema5 > ema20: False
ema5 angle
0     3.407147
1    30.527392
2   -42.098958
3    32.387168
4   -36.764376
ema20 angle
0    16.372453
1    22.926210
2     0.698916
3    20.020204
4    -0.264539
NATR
108    4.198693
109    4.295333
110    4.153602
111    4.112947
112    4.103507
113    3.972933
114    4.117408
115    4.928491
116    4.785042
117    5.224682
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58773120  002938.XSHE   42.5472          1.1169    6.7701    4.8261     61.858     231143.0781   1321.9073       48016.9727                274.6091  2020-09-30       45.1994


-----Stock trend report: 亿纬锂能-----
{'code': '300014.XSHE', 'display_name': '亿纬锂能', 'name': 'YWLN', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 4.87%
ema20 bias: 2.84%
ema5 > ema20: True
ema5 angle
0     0.277168
1    24.539408
2    57.849676
3    50.366497
4    27.394911
ema20 angle
0     1.434275
1     8.652713
2    26.807558
3    26.522985
4    20.286653
NATR
108    4.663626
109    4.888331
110    4.739136
111    4.633167
112    4.480154
113    4.436756
114    4.397298
115    4.335586
116    4.248889
117    4.268342
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58771781  300014.XSHE   65.7893          0.9087   11.7634   12.9077    63.7049     184042.5156    911.0105      177701.7188                879.6235  2020-09-30       59.8558


-----Stock trend report: 爱尔眼科-----
{'code': '300015.XSHE', 'display_name': '爱尔眼科', 'name': 'AEYK', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 8.11%
ema20 bias: 6.88%
ema5 > ema20: True
ema5 angle
0    43.429435
1    50.684370
2    65.063323
3    59.785031
4    46.345239
ema20 angle
0    14.807435
1    22.182932
2    36.899789
3    37.244325
4    33.434256
NATR
108    3.530141
109    3.583706
110    3.461650
111    3.398466
112    3.331196
113    3.350453
114    3.308414
115    3.437399
116    3.353082
117    3.282553
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58770874  300015.XSHE  155.8259          0.7564   22.0266   22.5332    95.1435     412151.8125   2119.2847         341652.5               1756.7771  2020-09-30      153.6915


-----Stock trend report: 同花顺-----
{'code': '300033.XSHE', 'display_name': '同花顺', 'name': 'THS', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 2.57%
ema20 bias: 5.40%
ema5 > ema20: False
ema5 angle
0    15.530191
1    55.319885
2    69.995571
3    35.166942
4   -44.037546
ema20 angle
0    20.080424
1    34.634549
2    48.605080
3    35.165905
4    12.787148
NATR
108    5.003893
109    4.777635
110    4.660730
111    4.507478
112    4.437574
113    4.458719
114    4.216140
115    4.166369
116    4.153446
117    4.175464
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58770163  300033.XSHE   80.1531          2.5817   21.5901   42.3131    69.2079         53760.0    859.4611       26888.7617                429.8706  2020-09-30        95.743


-----Stock trend report: 智飞生物-----
{'code': '300122.XSHE', 'display_name': '智飞生物', 'name': 'ZFSW', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 8.11%
ema20 bias: 5.82%
ema5 > ema20: True
ema5 angle
0    44.600286
1    76.670853
2    78.096170
3    71.560464
4    71.936528
ema20 angle
0    29.586587
1    56.862168
2    62.698309
3    59.624825
4    61.586507
NATR
108    6.616809
109    6.630610
110    6.794669
111    6.991925
112    6.994313
113    6.652184
114    6.413478
115    6.087078
116    6.199051
117    5.984797
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58772415  300122.XSHE   81.8262          1.7497   30.7363   17.7715   972.1215        160000.0     2228.96       90036.9062               1254.3041  2020-09-30       94.1905


-----Stock trend report: 汇川技术-----
{'code': '300124.XSHE', 'display_name': '汇川技术', 'name': 'HCJS', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 6.93%
ema20 bias: 9.14%
ema5 > ema20: False
ema5 angle
0    37.153274
1    60.789173
2    61.550647
3    46.859482
4    28.283557
ema20 angle
0    16.721978
1    32.557637
2    37.392242
3    32.817251
4    28.099600
NATR
108    4.347998
109    4.537601
110    4.371260
111    4.309338
112    4.157872
113    4.087276
114    4.148633
115    4.026409
116    3.954210
117    3.861708
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58771623  300124.XSHE   74.9872          0.8639   10.8365   10.5306   120.4508     171972.3438    995.7199      138144.0469                 799.854  2020-09-30      104.5994


-----Stock trend report: 三环集团-----
{'code': '300408.XSHE', 'display_name': '三环集团', 'name': 'SHJT', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 5.83%
ema20 bias: 5.74%
ema5 > ema20: True
ema5 angle
0     9.949002
1    35.130387
2    49.857045
3    26.127510
4   -12.571536
ema20 angle
0     6.296155
1    14.972981
2    24.071954
3    17.665333
4     7.463296
NATR
108    3.463648
109    3.429608
110    3.299208
111    3.291598
112    3.134155
113    3.055622
114    3.241000
115    3.306750
116    4.078102
117    4.506234
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58770361  300408.XSHE    52.346          0.5949    6.4274   16.6498    55.8805       173787.25    501.7238      165590.2344                 478.059  2020-09-30        57.586


-----Stock trend report: 芒果超媒-----
{'code': '300413.XSHE', 'display_name': '芒果超媒', 'name': 'MGCM', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 6.25%
ema20 bias: 4.93%
ema5 > ema20: True
ema5 angle
0    15.778947
1    34.542804
2    68.137065
3    54.619738
4    59.565419
ema20 angle
0     6.543017
1    13.854347
2    38.802460
3    33.230038
4    39.036233
NATR
108    4.569681
109    4.673031
110    4.495543
111    4.374721
112    4.238034
113    4.358930
114    4.177167
115    4.208084
116    4.366997
117    4.408799
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58772805  300413.XSHE   82.4126          0.8157   12.3592    9.3965    234.863       178037.75   1199.9744       93135.7812                627.7351  2020-09-30      103.7784


-----Stock trend report: 华能水电-----
{'code': '600025.XSHG', 'display_name': '华能水电', 'name': 'HNSD', 'type': 'stock', 'parent': None}
above5: False
above20: False
above60: True
long arrange: True
ema5 bias: 0.41%
ema20 bias: 3.64%
ema5 > ema20: False
ema5 angle
0    0.268027
1    1.706066
2   -0.199184
3    0.440158
4   -0.661454
ema20 angle
0    0.115044
1    0.540610
2    0.107166
3    0.260660
4   -0.036999
NATR
108    2.397022
109    2.487875
110    2.669697
111    2.643536
112    2.730357
113    2.846988
114    2.778743
115    2.777265
116    2.713210
117    2.687053
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58773723  600025.XSHG    18.235          0.5287    1.6489    4.1054  -220.9309       1800000.0       750.6         892800.0                372.2976  2020-09-30       13.5376


-----Stock trend report: 三一重工-----
{'code': '600031.XSHG', 'display_name': '三一重工', 'name': 'SYZG', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 6.92%
ema20 bias: 8.80%
ema5 > ema20: False
ema5 angle
0     4.120713
1    15.537470
2    38.846247
3    31.253577
4    19.694005
ema20 angle
0     5.080257
1     8.314783
2    17.190567
3    16.694373
4    14.467443
NATR
108    3.610236
109    3.576730
110    3.631158
111    3.550184
112    3.439403
113    3.306494
114    3.319787
115    3.407336
116    3.491255
117    3.468691
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58771356  600031.XSHG   16.3145          0.5801    4.2287    2.5886  -952.2353     847279.0625   2108.8774      847279.0625               2108.8774  2020-09-30       18.8181


-----Stock trend report: 中直股份-----
{'code': '600038.XSHG', 'display_name': '中直股份', 'name': 'ZZGF', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 2.07%
ema20 bias: 3.00%
ema5 > ema20: False
ema5 angle
0    18.210876
1    22.911927
2    44.375600
3    25.281056
4    -4.486808
ema20 angle
0     4.980356
1     7.797524
2    17.897564
3    13.536857
4     6.019543
NATR
108    4.300012
109    4.378454
110    4.221484
111    4.083275
112    3.985031
113    3.894628
114    3.728863
115    3.748044
116    3.684544
117    3.856929
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58772919  600038.XSHG   51.1354          0.7354    3.9694    1.9923    75.8591      58947.6719    330.1659       58947.6719                330.1659  2020-09-30       56.1301


-----Stock trend report: 国投资本-----
{'code': '600061.XSHG', 'display_name': '国投资本', 'name': 'GTZB', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 1.73%
ema20 bias: 3.34%
ema5 > ema20: False
ema5 angle
0     5.460681
1     8.179152
2    13.269077
3     2.512550
4    -4.995686
ema20 angle
0    1.901470
1    3.027802
2    5.020927
3    2.697126
4    0.532191
NATR
108    3.497237
109    3.533851
110    3.433900
111    3.442957
112    3.511197
113    3.568030
114    3.459649
115    3.418896
116    3.490729
117    3.521505
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58771292  600061.XSHG   18.0919          1.5085    1.5922    5.4718    12.3212     422712.9688    646.7508      417383.1875                638.5963  2020-09-30       21.7944


-----Stock trend report: 宇通客车-----
{'code': '600066.XSHG', 'display_name': '宇通客车', 'name': 'YTKC', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 3.89%
ema20 bias: 6.86%
ema5 > ema20: False
ema5 angle
0    -1.750849
1     8.882776
2    14.262050
3    14.007165
4     1.125197
ema20 angle
0    1.521291
1    4.260923
2    6.292351
3    6.990795
4    3.949353
NATR
108    3.801107
109    3.836041
110    3.689889
111    3.587503
112    3.526416
113    3.461397
114    3.377456
115    3.312607
116    3.336005
117    3.479026
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58772448  600066.XSHG   26.3649          0.2897    2.4211    1.3606    50.2437     221393.9219    348.0312      221393.9219                348.0312  2020-09-30       17.9378


-----Stock trend report: 特变电工-----
